sozshakllar,soni
bug‘i,1
tegmadi,1
qoshiqdan,1
yig‘ilishdi,1
sidirgan,1
tolqonni,1
sochilgan,1
bo‘ladi-ku,1
non-ku,1
qo‘rquvdan,1
yarimta,1
keltirdi,1
quloq-chakkamga,1
shapalog‘ini,1
qorishib,1
sochildi-da,1
ovqatlanib,1
tolqonli,1
bilmabman-da,1
tipirlatib,1
berar,1
qo‘yibsiz-ku,1
po‘choqni,1
po‘chog‘ini,1
soqqamning,1
o‘g‘ir,1
bo‘lagini,1
uvol,1
o‘tirsang,1
o‘tqazgim,1
tushamiz-a,1
u-utaga,1
bolamisan,1
oyog‘igacha,1
ko‘ylakchasining,1
jahlini,1
tipirchilamasdi,1
to‘xtamadi,1
dumalayotgan,1
juvonning,1
topaman,1
unaqasini,1
bersam,1
ober,1
yuborgudek,1
quloqni,1
dumalaganda,1
oqsoqlana-oqsoqlana,1
uqalagancha,1
uvishgan,1
to‘xtatdim,1
to‘xtata,1
to‘xtat,1
ishtonchasi,1
burilishimiz,1
achchiqlandi,1
kamdan-kam,1
chiqqanini,1
po‘choqlar,1
og‘zimda,1
deyayotganini,1
yashirinib,1
yaxshiyam,1
yillarda,1
og‘irchilikning,1
tugab,1
yurasiz,1
kekirib,1
to‘rttasini,1
tutadi,1
to‘q,1
qorinni,1
fazilati,1
yo‘liga,1
o‘yin-ku,1
yotaveradi,1
tegmaydi,1
bo‘lsa-ya,1
uriladi-yu,1
manaman,1
o‘ynayverasiz,1
soqqaga,1
zoldirdek,1
yog‘lasangiz,1
tomonini,1
dum,1
tomonibor,1
yuvsangiz,1
xina,1
qo‘lingiz,1
ajralib,1
g‘adir-g‘udir,1
meva-cheva,1
joniga,1
ko‘klamda,1
ismaloq,1
soqqamniyam,1
g‘ulg‘u,1
tipirchilayotganimni,1
yeyishim,1
choynakdan,1
supadagi,1
turgin,1
ta’mi,1
tolqonning,1
yong‘oqli,1
soling,1
tolqonga,1
yutdim,1
olding,1
qonadi,1
nafsingiz,1
ichsangiz,1
to‘yimli,1
kamligi,1
ko‘pligi,1
sababini,1
o‘g‘irda,1
oshxona,1
yetgudek,1
ayrildi,1
yong‘og‘idan,1
aralashgan,1
jimitdekkina,1
tuti,1
eldan,1
parolon,1
rasvo,1
maktabimiz,1
qoqilmagani,1
chalasan,1
qoqaman,1
qo‘rqoqmisan,1
sinadi,1
teplitsaning,1
bilardik,1
bo‘lmasligini,1
oqibati,1
oyna,1
otishga,1
issiqxona,1
qoqardik,1
o‘qituvchilarning,1
ko‘rishardi,1
qovog‘imdan,1
o‘qiydigan,1
qilmagin,1
aytolmasdan,1
uloqtirgancha,1
botinkalarni,1
sachratgancha,1
kutishga,1
tashladim,1
ag‘dar-to‘ntar,1
aksiga,1
poyini,1
botinkamning,1
sandiqni,1
qalashib,1
g‘uj-g‘uj,1
otgandayoq,1
o‘ntachasi,1
kesakni,1
ko‘rmadingmi,1
sen-chi,1
o‘rtoqlarimga,1
ko‘rmadimi,1
otganini,1
tonyapti,1
qilg‘iliqni,1
g‘azablanib,1
bilar,1
yuborishimni,1
gapirsam,1
bilmaysanmi,1
teplitsani,1
dona-dona,1
o‘rtoqlaringni,1
begunohgina,1
qahramonga,1
turg‘azib,1
doska,1
partalar,1
sinfimizga,1
idoraga,1
tovushim,1
darg‘azab,1
yetgunimcha,1
chil-chil,1
teplitsa,1
xato,1
mo‘ljali,1
lash-lushlar,1
bostirmaga,1
surishtirdi,1
olami,1
o‘lchovimizga,1
hisoblagan,1
nohaq,1
odammi,1
kelmagan,1
norasidaga,1
begonasi,1
ovunadi,1
yig‘lasa,1
aralashaverasizmi,1
ishiga,1
bosolmay,1
jahlimni,1
belanibdi,1
o‘ylagandek,1
topinglar,1
mashinadan,1
trolleybusga,1
sezdi,1
o‘tirganimni,1
o‘ylantirardi,1
belangani,1
borishi,1
ona-bolaning,1
edinglar,1
hiqillar,1
yig‘lamas,1
ovuting-da,1
xuyli,1
sig‘maydigan,1
borga,1
botinka,1
mahallamizdan,1
sog‘ayotgan,1
chop,1
olasanmi,1
qocha,1
yantoqzordan,1
quvlasa,1
qorovul,1
daminning,1
devordan,1
botinkangni,1
akalarimga,1
qulog‘imni,1
ishtonbog‘,1
rezinkasini,1
rogatkamning,1
qo‘riqlab,1
talamasin,1
turshaklarni,1
yoyilgan,1
sug‘ordim,1
yurdim,1
buyurishsa,1
oboramiz,1
ishlarimizni,1
turarmidim,1
kelarmish,1
eshitdinglarmi,1
qilishayotganini,1
chaqirimcha,1
oltmishvoyga,1
sigiriga,1
yetmish,1
kiygizgan,1
qo‘ysin-da,1
olganimizni,1
otildik,1
bolamidim,1
olinar,1
olmadingizmi,1
o‘zingizga,1
o‘zingiz-chi,1
aqlliroq,1
yetsa,1
aqli,1
hozirjavoblik,1
loyiq,1
qissayam,1
yirtilmabdi,1
uyalinqirab,1
tirr,1
ziyoni,1
bergan-da,1
e-e,1
xaltasidan,1
sengayam,1
menga-chi,1
tasmasiyam,1
kiyadigan,1
dengizchilar,1
sovg‘asi,1
suqqan,1
xaltasiga,1
chiy,1
turtayotganini,1
payqab,1
ochmasimdanoq,1
labiga,1
uyda-ku,1
qovoq-tumshug‘im,1
ketyapmizmi,1
borarkanmiz-da,1
hafsalam,1
tog‘angnikiga,1
sobir,1
tushasan,1
qo‘ndirmaslik,1
kavushiga,1
g‘archli,1
tarzanga,1
tushsam,1
niyatimni,1
tiqilamiz,1
yo‘g‘ida,1
qararkan,1
qiyo-qiyo,1
siniq,1
tortayotgan,1
qoshiga,1
piyoladan,1
apil-tapil,1
yuvinib,1
lo‘lilik,1
opiching,1
qiynab,1
yuvin,1
ukang,1
yo‘l-yo‘l,1
ro‘molni,1
shoshirib,1
yo‘lbarsdan,1
yiqilasan,1
titilib,1
jiyaklari,1
do‘ppingni,1
tandirning,1
zambil,1
rapidani,1
kichkina-da,1
nondan,1
ataylabdan,1
oppoqmas,1
unchalik,1
yopyapti,1
arslondan,1
daraxtdan,1
shoyi,1
maymundek,1
tarzanni,1
kinosiga,1
tarzan,1
tog‘amning,1
shovla,1
palov,1
kiyamiz,1
ohorlik,1
berolmaydi,1
boshoyoq,1
birinchidan,1
yasanamiz,1
bilmasangiz,1
yiqilar,1
orqamdan,1
biladi-da,1
ulushi,1
guldor,1
manavini,1
bo‘g‘ilgan,1
tutundan,1
yuruvdim,1
shunaqasini,1
g‘archiyam,1
g‘archillab,1
kavushi,1
ko‘ruvdi,1
lop-loyiq,1
xaltadan,1
urre,1
ochayotgan,1
xaltasini,1
qaytsak,1
cho‘kka,1
tip-tiniq,1
ovqatlandik,1
rohat,1
rohat-u,1
nonimni,1
yemagan,1
oqizoq,1
tandirdan,1
qirg‘oqda,1
qoqigullar,1
tashladim-da,1
chopishib,1
o‘qchiga,1
ketmasidan,1
izg‘irinli,1
topamiz,1
baqirardi,1
tomirini,1
bo‘ynining,1
savatda,1
kursidagi,1
kursi,1
qo‘ltiqtayoqqa,1
tutatgan,1
yasangan,1
maydonda,1
qolibmiz-da,1
aylanib-aylanib,1
qolibmiz-ku,1
quvvat,1
chanqay,1
bormay,1
nonidan,1
xarsang,1
yapasqi,1
toydi,1
namedonam,1
qoshli,1
ko‘rpabop,1
yalpoq,1
sho‘ppayib,1
qiyqiriq,1
askiya,1
bordim-u,1
so‘ri,1
peravodniyni,1
chaynama,1
chaynama-a-a,1
chanqoq,1
parvardaga,1
topgan,1
makkani,1
so‘rab-so‘rab,1
kulishdi,1
tomoshabinlar,1
bo‘ldi-ku,1
siznikiyam,1
qilganni,1
anaqa,1
aylangan,1
yantoq,1
yo‘qolganida,1
eshagi,1
afandi,1
ekansiz-ku,1
so‘ramabman,1
o‘shanisini,1
tutatib,1
nechchi,1
nomeri,1
deyishuvdi,1
ko‘prikning,1
o‘qchida,1
shubhalanib,1
qo‘ltiqtayog‘iga,1
qandolatchiga,1
yumshoq,1
saqichga,1
soldim-u,1
so‘ragin,1
erkaklarning,1
gaplashgan,1
taraq-turuq,1
vodoprovoddan,1
kelmasam,1
borganimizdek,1
birda,1
qimirlatishga,1
charchadimki,1
ochmaydi,1
berkitadi,1
birovi,1
bashoratxonning,1
panjaralari,1
loyqa,1
qoramoydek,1
avjida,1
gurillaydi,1
jizza,1
sandonda,1
xaskash,1
mixlarga,1
ba’zilari,1
uchraydi,1
do‘konlari,1
temirchilik,1
chetda,1
zax,1
allaqachon,1
tomonlarda,1
boloxonali,1
chalingan,1
yig‘ladi,1
ichish,1
paqirini,1
yasangan-tusangan,1
o‘tkinchilar,1
sayrar,1
bedanalar,1
to‘rqovoqlardagi,1
to‘g‘rab,1
so‘rilarda,1
sharofati,1
xotindan,1
taqillatdim,1
nechta,1
umidsizlik,1
devdilar,1
topasiz,1
aytuvdilar,1
egachim,1
bilmaysizmi,1
poyezdda,1
bashoratxon-da,1
ter,1
o‘y,1
yursa,1
berkitish,1
cho‘tirini,1
chachvonini,1
topgur,1
paranji-chachvonli,1
shoshadi,1
qayoqqadir,1
gaplashmaydi,1
tuzuk-quruq,1
xotiramga,1
tushunchaga,1
qo‘rqar,1
qog‘ozlardan,1
etigini,1
suyab,1
padarka,1
marjangizga,1
chodirga,1
yalina,1
kiyilmagan,1
bo‘yrada,1
o‘rikniki,1
iljaydi,1
buyurmaysiz,1
aybga,1
chog‘roq,1
qoldirdi,1
to‘rt-beshta,1
g‘ingshib,1
dorini,1
kilmaydi,1
xish,1
chepuxa,1
jiddiyat,1
bilgim,1
gapirishdi,1
ko‘payishi,1
bitgani,1
g‘alaba,1
qilayotganda,1
ukolni,1
tuzaladi,1
nichego,1
kiydi-da,1
bola-chaqangizning,1
rohatini,1
boyagidek,1
so‘kib,1
odamsiz-da,1
haligidaqa,1
o‘zizam,1
qo‘lansa,1
uyalganimdan,1
aylantirib-aylantirib,1
yostiq,1
mehmonning,1
o‘girib,1
ko‘rpachaning,1
to‘ridagi,1
rangiga,1
qo‘rqinchli,1
assalomalaykum,1
tushishdi,1
piymasida,1
paltosida,1
ochildi-yu,1
kirishgan,1
yeyishga,1
sutchoyga,1
yop-yorug‘,1
tingan,1
tomayotgan,1
chak-chak,1
sutchoy,1
jimjitlik,1
g‘ashlovchi,1
payqamadi,1
dodlamadi,1
aql,1
isishi,1
kiydi,1
termilardi,1
yum-yum,1
tushar,1
yetishmayotgandek,1
havo,1
alahlamas,1
og‘irlashdi,1
ovqatni,1
asra,1
xo‘rsinar,1
jilmas,1
ochilmadi,1
yuzimiz,1
o‘riknikiga,1
qilganida,1
cho‘g‘i,1
qarsillagan,1
boltaning,1
tomorqa,1
turmadi,1
g‘ingshiy,1
g‘ichirlab,1
tashqarini,1
uchgancha,1
chiqqandek,1
o‘lik,1
dukiri,1
tuyoqlarning,1
javdiray,1
bostirdi,1
kelarmidi,1
yopgancha,1
sirqiratuvchi,1
ishtonini,1
uakamning,1
to‘ldirayotganda,1
quticha,1
chamadondan,1
alyo-alyo,1
bar,1
issik,1
ro‘molchasi,1
isitgach,1
biroz,1
chamadon,1
sibir,1
nastoyashiy,1
sharfni,1
kavshandozga,1
doktorning,1
ko‘zoynagidan,1
xalati,1
sharf,1
tepindi,1
yo‘lakda,1
baqirishidan,1
akillashi,1
elitdi,1
huvillab,1
teshikdan,1
olishi,1
hujradagi,1
uzrli,1
kattasini,1
to‘shagida,1
ariza,1
chalasavod,1
yaxshiroq,1
xilini,1
poraxo‘rlarning,1
poralar-u,1
mixlanib,1
tushuncha,1
shuurimga,1
qasdini,1
keyinroq,1
yurishdi-yu,1
o‘rischa,1
peshinga,1
yozdiraman,1
tirsagini,1
turaverdi,1
ko‘krak,1
yuborsin,1
to‘piga,1
qamasin,1
jiyda-yong‘oqlar,1
yalinishim,1
poraxo‘rga,1
imonimni,1
uzatamiz,1
sholchani,1
to‘ya,1
shular,1
johillik,1
qamatmay,1
joylash,1
kamyob,1
navbatsiz,1
to‘g‘rilash,1
ketsinmi,1
xo‘sh,1
hisoblansa,1
jinoyat,1
majburan,1
vrachning,1
bo‘lmish,1
hamma-hammasini,1
naqadar,1
gaplari,1
titrab-qaqshab,1
topadiganlarni,1
chiqish,1
ketganlarni-yu,1
ayollarni,1
to‘shakka,1
begona,1
bitirish,1
amaldorlarni-yu,1
ipirisqi,1
sudraydigan,1
dachasiga,1
xodimini,1
hissa,1
o‘tqazish,1
stoliga,1
pullash,1
bahosiga,1
boshqalarga,1
akilladi,1
ketguncha,1
ag‘daribsiz-da,1
siylasin,1
qatini,1
qurug‘idan,1
borardi,1
ko‘nadi,1
hozircha,1
o‘ta,1
gunohidan,1
bergandek,1
tan,1
taqdirga,1
askarblyat,1
qamatmaguncha,1
toshevning,1
odamiman,1
siylasangiz,1
tashlanmadi,1
bizlarni,1
odamimiz,1
gunohlaridan,1
bilmabdilar-da,1
zakonniy,1
solsangiz-u,1
samimiy,1
milki,1
shu-da,1
qonunlarni,1
po‘ristoy,1
himara,1
bedarvoza,1
qilmoqchiman,1
qoq-quruq,1
turshagi,1
quritganlar,1
qah-qah,1
solgan,1
otimni,1
chiritmasam,1
turmada,1
umringni,1
ottirib,1
militsiya,1
bormasang,1
suqdi-da,1
kimsani,1
pastroqqa,1
kindigidan,1
takrorladi,1
tahdidliroq,1
pastroq,1
jo‘jabirdek,1
shiddatli,1
kesildi,1
kulgisi,1
obchiqibdi,1
xotin-ey,1
sodda,1
tushmagur-ey,1
kennoyi,1
g‘ijimlardi,1
ochgancha,1
sholg‘omdek,1
mushtlab-mushtlab,1
ko‘rpachani,1
oqayotgan,1
ro‘paradan,1
unikiga,1
qo‘ltiqtayoqli,1
surtadi,1
hidlardan,1
turli,1
shovqin-suronlar-u,1
chort,1
chekmanglar,1
nord,1
papirosi,1
papirosni,1
pachka,1
bo‘lishiga,1
olyapti,1
sumak,1
jikkak,1
isiriqqacha,1
yeganlar,1
qopqondan,1
tutadigan,1
elakkacha,1
angishvonadan,1
olishgan,1
to‘g‘ridan-to‘g‘ri,1
yoymachilar,1
anqayma,1
oberasiz-a,1
bo‘ladi-ya,1
hidiga,1
dumba-jigar,1
armonda,1
yemaganlar,1
bozor-u,1
halqa,1
o‘tkazilgan,1
buqalar,1
turolmadik,1
tovuq,1
qolganimiz,1
bog‘liqligini,1
tezikov,1
savdogari,1
podshoning,1
nom,1
ostini,1
hangray,1
qoladi-yu,1
xazinlashib,1
to‘lgandek,1
oxiriga,1
biqini,1
kerilib,1
kataklari,1
dikkayib,1
hangraganda,1
hangradi,1
ulab,1
hangrashda,1
qorasi,1
hangrayotgan,1
paydar-pay,1
qo‘chqorlar,1
yurolmay,1
og‘irligidan,1
dumbasining,1
darmonda,1
og‘zimning,1
oldimizda,1
qorong‘isida,1
xazonlarini,1
dik-dik,1
changitib,1
tuproqni,1
ortidan,1
boryapmiz,1
xayrlashdi,1
uyqusirab,1
g‘ingshibroq,1
qolaman-da,1
bo‘lardi-yu,1
borsayam,1
o‘tirmadim,1
tura,1
odam-da,1
zarchava,1
hammayam,1
shox-butog‘i,1
tushadiganlarning,1
bo‘lmasam,1
bilamanmi,1
maslahati,1
sotishning,1
kuniyam,1
tezakopga,1
obergan,1
naqd,1
valida,1
sinfimizda,1
qoplanganidan,1
urmasam,1
terish,1
ovoraman,1
bo‘lganga,1
doshqozonda,1
qovurib,1
qatidan,1
kapgirni,1
mo‘ylovli,1
jag‘idan,1
ustundagi,1
keladi-ya,1
bo‘yimday,1
baliqni,1
tutuni,1
yog‘ning,1
qozondan,1
yonyapti,1
guvillab,1
shoshgan,1
voy-bu,1
bozorning,1
oyog‘imda,1
ko‘chalar,1
borayotgan,1
g‘izillab,1
mashinalar,1
moy,1
tarqab,1
halizamon,1
qolsang-chi,1
cho‘ntagim,1
to‘kilibdi,1
janjalning,1
tirishgan,1
qursa,1
qo‘yganday,1
fikr,1
oberadi,1
pulga,1
ortgan,1
uzunchoq,1
soatchadan,1
turing-chi,1
qoraquloqning,1
haqingizni,1
insofliroq,1
qolmapti,1
diyonat,1
odamlardayam,1
silkitdi,1
pasmatri,1
telpakli,1
bermoqchiman,1
pichan,1
beradi-ku,1
ola-kula,1
eshitgandek,1
dahshatli,1
so‘rayapsiz,1
kelishib,1
oldindan,1
cho‘talni,1
molingizni,1
turaverib,1
aytolmayman,1
bo‘lganmi-yo‘qmi,1
xayolimdan,1
topolmaysiz,1
dallolga,1
bo‘ladiganini,1
qazo,1
frontda,1
oberdim,1
qonsiz,1
so‘rayapman,1
olaverardim,1
qolsa-ku,1
horg‘in,1
aytaman-da,1
ichasiz,1
aytyaptilar,1
yangam,1
xaridorga,1
qiling-da,1
ko‘pi,1
yong‘oqdan,1
ko‘chamizda,1
olaveraman,1
cho‘ntagimdagilarniyam,1
qizlarnikiga,1
boqar,1
qaramagan,1
qarapman-u,1
do‘ppisiga,1
kasaldan,1
rangini,1
olyapman,1
bermadim-ku,1
bo‘ladigani,1
bo‘g‘oz,1
echki-ku,1
tajangligi,1
teshigimi,1
sho‘ng‘idi,1
to‘zib,1
hammayoqqa,1
patlari,1
shapkasi,1
boshidagi,1
qiyqirig‘i,1
ko‘tardi-yu,1
o‘zu,1
cho‘cha-da,1
endu,1
yiqitadi,1
tepsa,1
jo‘jamas,1
po‘stakning,1
uloqchamas,1
ko‘zmi,1
jo‘jami,1
asabiylik,1
xo‘rozga,1
juni,1
teshigidan,1
shapka,1
kalaminka,1
qidirardi,1
urishishga,1
xo‘rozlar,1
allakimni,1
ipdan,1
aftidan,1
militsionerni,1
tiqayotgan,1
ho‘kizdek,1
yorilg-o-on,1
chiqmadimi,1
uloqchaga,1
go‘ng,1
tizzasigacha,1
paxtali,1
turgandek,1
topmasak,1
javdiraydi,1
yong‘og‘imni,1
zerika,1
so‘ramay,1
echkimizni,1
oshmadi,1
ellikdan,1
o‘tirmay,1
olaman-u,1
bo‘ynidan,1
oyimgamas,1
buyog‘idan,1
uyog‘idan,1
yurmasin,1
boshimiz,1
xohlardim-u,1
ko‘rishni,1
tomoshaning,1
churillatdi,1
shishirgancha,1
militsioner,1
grajdanlar,1
bormaydi,1
jilla,1
sumka,1
opamnikida,1
borolmayman,1
deyishimni,1
kuyovingizga,1
qurganimizga,1
oldingiz,1
kuyovingizning,1
hiqillagan,1
xo‘rsiniq,1
uyg‘otib,1
g‘ichirladi,1
karavot,1
o‘girilgan,1
yonboshimga,1
yotganimni,1
ko‘rgandan,1
tepasi,1
chiqillardi,1
lampochka,1
qayerdaligimni,1
yedim-u,1
qistovi,1
elitdimi,1
charchadimmi,1
yuraverib,1
piyoda,1
piyolamga,1
bezadi,1
ko‘rmaganman,1
yoq-buyoqqa,1
kapgir,1
ko‘rsatolmayman,1
tirikligida,1
otangning,1
ko‘rinma,1
me’yorda,1
dardlashar,1
qaddingizni,1
ukalaringiz,1
singlingiz,1
borlar,1
adangiz,1
qatla,1
yebmanmi,1
kesdi,1
bo‘luvdim,1
bormoqchiyam,1
unutinglar,1
ginalarni,1
aytmay,1
kelganimni,1
bolasiz,1
oboring,1
kuyovniyam,1
adangizning,1
bo‘yradek,1
boradigan,1
obketadi,1
og‘ritgan,1
adamning,1
buzilgan,1
borishni,1
o‘lgandan,1
tergab,1
ishlangan,1
osma,1
ilindi-yu,1
qaytarardi,1
tushmaysan,1
tipirchiladim,1
yuborganidan,1
ketayotganimdan,1
oldim-ku,1
ukajonimni,1
boradi-ku,1
bilagidan,1
allaqayeri,1
ukajonimdan,1
ukamdan,1
o‘pa,1
dast,1
daqiqada,1
ishonmagandim,1
yonbosh,1
aytsalar,1
biluvdim-u,1
kelishingizni,1
qizingizman,1
menman,1
o‘zingizmisiz,1
ko‘chasi,1
qidiramiz,1
dadillashdi,1
gumon,1
yerlik,1
kiyganiga,1
yasanmasdan,1
yerlikka,1
qopsan,1
shaxdam-shaxdam,1
borishardi,1
tanimay,1
yangrar,1
laganchaga,1
tepasidagi,1
ilig‘liq,1
kiyimdagi,1
harbiy,1
stalinning,1
shiftli,1
otingiz,1
so‘rashgandek,1
bermaysanmi,1
pochchangga,1
o‘girildi,1
ko‘risharkan,1
to‘nli,1
ayvonning,1
ko‘ylakcha,1
belanchakda,1
deyaver,1
jiyanim,1
belanchakka,1
singling,1
belanchak,1
kaftdekkina,1
esimizdan,1
yaqinida,1
tanimadim,1
jamalaksoch,1
ko‘ruvdim-da,1
chiqillar,1
hovlimizga,1
tajangroq,1
turavermaydi-da,1
masalasi,1
dabdalasi,1
yutadi,1
yamlamay,1
chanqagan,1
cho‘lda,1
tagining,1
uchishga,1
buyam,1
iyagidek,1
etikning,1
bizniki,1
sig‘maydi,1
o‘sadi,1
oyog‘iyam,1
qochqoq,1
oberishadi,1
akalaringning,1
yomonligi,1
olmaysan,1
arifmetikadan,1
yemaysan,1
kaltak,1
yaxshiligi,1
akalaring,1
jinday-jinday,1
damladi,1
xomtalash,1
jiyanimizni,1
qo‘lma-qo‘l,1
borguncha,1
telpakmas,1
taqiri,1
parcha,1
qochirib,1
qo‘shdi,1
achindim,1
echkimga,1
qo‘yganmiz,1
urg‘ochisining,1
urg‘ochi,1
sotishmoqchi,1
obqolar,1
yuzlarga,1
narigisini,1
hafsalasiz,1
qanchaga,1
takanimi,1
qarorga,1
sota,1
topishni,1
kichkinalarga,1
egnida,1
emasdim-u,1
poylamoqchi,1
poylaydigan,1
maslahatlashib,1
quvonchli,1
g‘amini,1
kichkinalarning,1
gohi-gohida,1
yasantira,1
teri,1
pochchamni,1
bag‘ridan,1
tabibi,1
guruch,1
sholchadan,1
bog‘ni,1
hovlisidagi,1
aqlli,1
odobli,1
iqlimda,1
leninobod,1
buyog‘i,1
ashxobod,1
boshlig‘i,1
peravodniylarning,1
kuyovimni,1
bosgandek,1
chigit,1
chaqqonligini,1
namlandi,1
sandiqdek,1
radiosi,1
gilamlar,1
bargaklar,1
sizlardan,1
chiroyliligini,1
piyolasining,1
maqtanar,1
uzatar,1
piyolada,1
garmdori,1
bo‘lganmi,1
kelganmi,1
to‘planishdi,1
gilamni,1
palovni,1
ko‘pam,1
ixtimat,1
quchog‘iga,1
adajon,1
bosdi-yu,1
haydash,1
garangsibroq,1
kiriboq,1
ko‘kshoyi,1
tushayotgan,1
kurash,1
qayrar,1
egov,1
dillari,1
kelmaydi-yu,1
oxiratni,1
aytasiz,1
chuvillashdi,1
qaytarmang,1
aytdingiz,1
diyonatdanmi,1
yursin-da,1
yayrab,1
bag‘rida,1
bolalarim,1
orqalab,1
qarash,1
ta’nali,1
foyda,1
o‘gayligini,1
qo‘yavermang,1
ocholmay,1
yalinma,1
yubordilar,1
topshiribdi,1
yig‘lashgan,1
onamlab,1
kuragan,1
to‘planibdi,1
tumonat,1
bilibdi,1
hirillab,1
yoshidan,1
bo‘g‘gan,1
bitgan-da,1
o‘kirib,1
o‘tkazdi-yu,1
qoluvdi-ku,1
yubordiki,1
omonatini,1
paqirni,1
ichirayotgan,1
indini,1
tuzalmadi,1
ajabmas,1
zarilmas,1
ko‘miri,1
ko‘ribdi,1
izini,1
bo‘shagan,1
qaytdik,1
izimizga,1
bog‘lamadim,1
shinnisiga,1
buvang,1
tuk,1
to‘yolmay,1
yig‘lamaydi,1
titrab-titrab,1
sharbatiga,1
yaktagini,1
qatnaydi,1
o‘nglangandek,1
suvtekinga,1
ko‘rmaganni,1
sotdi,1
yigirmasiga,1
yuradi-yu,1
ma’rakaga,1
yettisida,1
kiryuvdisi,1
hushi,1
yig‘laganida,1
gapirsa,1
onajon-a,1
kalishi,1
yugurdi-yu,1
ko‘tarishganida,1
onajonim,1
yolg‘izini,1
tobutga,1
dodlagancha,1
qiyomat,1
opchiqishganida,1
yopilgan,1
yig‘laydi,1
buyruq,1
zarralari,1
alahlab,1
bukilgancha,1
kampirining,1
bo‘ladi-yu,1
oborasan,1
chelakda,1
ko‘tarolmaysan,1
qopda,1
g‘amlab,1
ko‘mirni,1
chiqqanmas,1
tushganimiz,1
o‘tinimiz,1
yo‘qmish,1
o‘tini,1
zotiljam,1
yeyishgami,1
deymanmi,1
kelamizmi,1
kirmay,1
buvangnikiga,1
so‘rab,1
ertalabki,1
boshlandi,1
kelmasidan,1
ko‘rayotganimni,1
buvini,1
shinnining,1
ayvonni,1
botiradi,1
opke,1
shinnidan,1
xosiyatini,1
ko‘rdinglarmi,1
sotish,1
shaharga,1
beshikka,1
tiqdik,1
borgancha,1
teshgan,1
qopning,1
to‘xtamaydi,1
qo‘yadi-yu,1
terimni,1
olayotganimda,1
chippa,1
kaftimga,1
bandi,1
paqirning,1
og‘irlashib,1
yurmasimdan,1
tuyulgan,1
chelak,1
kichkinagina,1
enkaygancha,1
tekkudek,1
to‘ldirdim,1
paqirga,1
og‘iz-burnimiz,1
bo‘shatganida,1
xokandozni,1
kukunidan,1
yirik,1
xokandoz,1
soldik,1
qopga,1
uxlatdi,1
holvaytar,1
qirqida,1
holi,1
tirrakdek,1
sochlarining,1
shokilasi,1
isqirt,1
quvlagandek,1
ship-shiydon,1
o‘ldirarmish-da,1
bo‘g‘ib,1
kattalar,1
qopiga,1
chalinishi,1
qulog‘imizga,1
nomi,1
edikki,1
lo‘lilar,1
eshitilardi,1
kesilsin,1
aza,1
birovnikida,1
surnay,1
eshigida,1
damlar,1
yangilangan,1
yarasi,1
bitib,1
sig‘magan,1
tasavvurimga,1
paytlar,1
sezgir,1
etagingizdan,1
tushuntiradi,1
oyog‘ida,1
to‘xtadi-yu,1
sarosima,1
yuborsa-chi,1
madadkor,1
pirlar,1
yetmasun,1
yettu,1
ovmin,1
yoydi,1
o‘ldirib,1
avrab-avrab,1
boshlaydi-da,1
ocha,1
keldi-poli,1
poli,1
xayolga,1
o‘g‘irlab,1
marjon,1
shoda,1
yelpingan,1
g‘ijimlab,1
ketganidan,1
issiqlab,1
mango,1
aylanar,1
lo‘lining,1
akillar,1
ayvondan,1
xolang-ku,1
qo‘rqma,1
bormang,1
xola-ku,1
bilmaysiz,1
tillari,1
berarmish,1
kulganini,1
yig‘ilishib,1
kampirlar,1
kelinchaklar,1
turolmasdi,1
xolam,1
deganmish,1
tomonni,1
qibla,1
kirayotganda,1
jinnixonaning,1
oborishdi,1
boldiriga,1
go‘shti,1
emasdim,1
kula,1
tilyog‘lama,1
akangiz,1
yerdamisiz,1
qalqidi-yu,1
tuklariga,1
to‘pig‘igacha,1
lozimining,1
yog‘ayotgan,1
akilladi-yu,1
kunmi-to‘rt,1
ma’rakadan,1
shod,1
kampirimning,1
ma’rakasi,1
qaytarmoqchi,1
topilishiga,1
tatar,1
isanmisiz,1
so‘rashadi-yu,1
maqtadi,1
qoqindiq,1
aynidi-qoldi,1
itni,1
qirchang‘ini,1
sattor,1
solmadi,1
tog‘angning,1
aytuvdim-a,1
rahmatullaga,1
digar-digar,1
jigar-jigar,1
ketasizlar,1
apoq-chapoq,1
bugun-erta,1
yim,1
o,1
sudg‘a,1
ni,1
ay,1
itam,1
dabitsa,1
alimentg‘a,1
razvodg‘a,1
galgidek,1
parazit,1
uynashig‘a,1
svolish,1
hasratini,1
tang,1
yovning,1
bilmasdan,1
deyapsan,1
odamlari,1
buzibdi,1
zamonlardayam,1
bug‘doyni,1
tinchgina,1
artishga,1
ukangizni,1
sizlab,1
otimizni,1
qaysimizni,1
qaytaravergani,1
yoqmaydi,1
aytadigan,1
keltirganidan,1
yozdiradi,1
qorningni,1
komandiriga,1
akangdan,1
o‘ldirding-ku,1
uyatga,1
kokildor,1
dengizchilarning,1
suratda,1
tomaverib,1
nonning,1
izi,1
tishlagan,1
nonda,1
tishlaydi-da,1
akangniki,1
yaylovlar,1
choptirsangiz,1
yetolmaysiz,1
odamlariyam,1
boshlanibdi,1
yurtnikiga,1
eshitardi,1
kambag‘alning,1
bizmi,1
bolamizni,1
podsholar-u,1
boyitadigan,1
ziyon,1
foyda-yu,1
